count,sentiment,date,title
54,-1,"Thu, 16 Jan 2020 08:00:00 GMT",Biggest food brands 'failing goals to banish palm oil deforestation' - The Guardian
55,-1,"Mon, 20 Apr 2020 07:00:00 GMT","As Feared, Crude Oil Prices Tumble Even Further - Asphalt & Rubber"
56,1,"Thu, 19 Mar 2020 07:00:00 GMT",Covid-19 puts North Sea oil and gas in 'paper-thin' position - BBC.com
57,-1,"Mon, 30 Mar 2020 07:00:00 GMT",Coconut Farmers in Southeast Asia Struggle as Palm Oil Muscles in on Them - Pulitzer Center on Crisis Reporting
58,1,"Wed, 29 Apr 2020 07:00:00 GMT",Company uses satellites track oil glut from space - Yahoo Finance
59,0,"Fri, 29 May 2020 07:00:00 GMT",What’s Next for the Oil and Gas Industry? | Quantzig’s Free Resource Offers Comprehensive Insights into the Challenges Curtailing Operational Excellence - Business Wire
60,1,"Wed, 08 Apr 2020 07:00:00 GMT",Watchdogs lament palm oil giant Wilmar’s exit from forest conservation alliance - Mongabay.com
61,0,"Fri, 06 Mar 2020 08:00:00 GMT",Kellogg removes sustainable palm oil credits in effort to improve supply chain transparency - FoodNavigator.com
62,1,"Fri, 14 Aug 2020 07:00:00 GMT","Pilipinas Shell closing Tabangao refinery, converting site into import terminal - Oil & Gas Journal"
63,1,"Mon, 19 Oct 2020 07:00:00 GMT",Why The Oil Tanker Business Boomed During COVID-19 Pandemic? - Marine Insight
64,1,"Sun, 17 May 2020 07:00:00 GMT",Shell Introduces Helix Ultra Motor Oil to worldwide lubricant market - Supply Chain Digital
65,1,"Wed, 03 Jun 2020 07:00:00 GMT",AI-assisted acquisitions - IBM
66,0,"Wed, 11 Nov 2020 08:00:00 GMT",The opportunities for collaboration and synergy between the UK offshore oil & gas and wind sectors - Westwood Global Energy Group
67,0,"Wed, 03 Jun 2020 07:00:00 GMT",How Shell executed its supply chain transformation - Supply Chain Digital
68,1,"Wed, 13 May 2020 07:00:00 GMT",The chemicals and petroleum industry guide to closing the skills gap - IBM
69,-1,"Thu, 04 Jun 2020 07:00:00 GMT",Iraq’s Governance Crisis and Food Insecurity - Carnegie Endowment for International Peace
70,1,"Tue, 01 Dec 2020 08:00:00 GMT",Just Add Water: Why US Shale’s Next Big Supply-Chain Revolution Is Wet Sand - Society of Petroleum Engineers (SPE)
71,1,"Fri, 03 Apr 2020 07:00:00 GMT",Is the world running out of storage space? - Finshots
72,1,"Thu, 25 Jun 2020 07:00:00 GMT",How will coronavirus affect the UK’s oil and gas industry? - Economics Observatory
73,-1,"Fri, 15 May 2020 07:00:00 GMT","Petrofac Warns of Project Delays on COVID-19, Lower Oil Prices - Offshore Engineer"
74,0,"Mon, 18 May 2020 07:00:00 GMT",How Shell Lubricants remains ahead of the curve thanks to demand-driven planning - Supply Chain Digital
75,0,"Wed, 25 Nov 2020 08:00:00 GMT",Cargill expands segregated sustainable palm oil capacity in North America - Oils & Fats International
76,-1,"Wed, 26 Feb 2020 08:00:00 GMT","Australia has an IEA problem, not a fuel security problem - The Interpreter"
77,0,"Thu, 08 Oct 2020 07:00:00 GMT",Procter & Gamble can do better! - Rainforest Action Network
78,1,"Thu, 26 Nov 2020 08:00:00 GMT","The last oil peak in the history of the world – geopolitical, sociological, and economic factors that shape the future of the Energy sector - Fundacja im. Kazimierza Pułaskiego"
79,1,"Tue, 21 Jan 2020 08:00:00 GMT",Inconsistent showing by Singapore brands on global palm oil ranking - WWF
80,1,"Wed, 18 Nov 2020 13:07:16 GMT",The world in a carton - Imperial College London
81,1,"Mon, 17 Aug 2020 07:00:00 GMT",Ben and Jerry’s Maker Uses Phones to Track Sustainable Palm Oil - CSPO
82,0,"Sun, 17 May 2020 07:00:00 GMT",Five steps for cost reduction in the oil & gas industry - Consultancy.com.au
83,1,"Wed, 16 Sep 2020 22:59:05 GMT",Palm oil - Carrefour Group
84,-1,"Fri, 06 Mar 2020 08:00:00 GMT",Oil plunges 10% after Opec deal collapses - BBC
85,1,"Fri, 09 Oct 2020 07:00:00 GMT",Update on our progress on sourcing sustainable palm oil - achieving 100% RSPO certification and beyond - Tesco PLC
86,0,"Mon, 04 May 2020 07:00:00 GMT",Blockchain for palm oil: Malaysia looks to technology and traceability to foster industry trust - FoodNavigator-Asia.com
87,1,"Thu, 27 Feb 2020 08:00:00 GMT",How Kellogg’s is shaking up its global palm oil strategy - The Grocer
88,1,"Tue, 25 Aug 2020 07:00:00 GMT",Climate change: New UK law to curb deforestation in supply chains - BBC
89,-1,"Mon, 25 May 2020 07:00:00 GMT",Kenya’s Turkana oil and gas field shows the challenges of implementing local content policies - LSE
90,1,"Fri, 14 Feb 2020 08:00:00 GMT",Trains vs. pipelines: 2 Sask. crashes respark debate over risks of moving oil - CBC.ca
91,1,"Tue, 08 Dec 2020 08:00:00 GMT",#KnowYourPalm: 5 Brands That Use 100% Sustainable Palm Oil in Your Daily-Use Products - The Better India
