count,sentiment,date,title
49,1,"Tue, 12 Nov 2019 08:00:00 GMT",Nestlé and Mondelēz respond to Greenpeace allegations linking palm oil supply to forest fires - FoodNavigator.com
50,1,"Sat, 09 Nov 2019 08:00:00 GMT",Nestle and Unilever ‘linked to Indonesian forest fires engulfing southeast Asia in noxious haze’ - The Independent
51,1,"Mon, 04 Nov 2019 08:00:00 GMT",Why Nestlé won’t meet its zero-deforestation pledge - SWI swissinfo.ch in English
52,1,"Wed, 06 Nov 2019 08:00:00 GMT",Nestlé accused of sourcing palm oil linked to forest fires in Indonesia - SWI swissinfo.ch in English
53,1,"Wed, 06 Nov 2019 08:00:00 GMT",CDP: 80% of companies set to miss 2020 palm oil deforestation goals - edie.net
54,0,"Mon, 13 May 2019 07:00:00 GMT",Capital Project Efficiency and Performance Improvement Strategies for The Oil and Gas Industry - Egypt Oil & Gas
55,1,"Tue, 02 Apr 2019 07:00:00 GMT",‘Full supply chain transparency’: Nestle publicly discloses lists of commodity suppliers in industry-first move - FoodNavigator-Asia.com
56,1,"Tue, 17 Sep 2019 07:00:00 GMT",Nestlé criticised over migrant palm oil workers in Malaysia - SWI swissinfo.ch in English
57,1,"Tue, 23 Apr 2019 07:00:00 GMT","In Norway, a Jobs Heyday - Offshore Engineer"
58,1,"Mon, 29 Apr 2019 07:00:00 GMT",P&G partners to improve environmental impact and smallholder livelihood in palm oil supply chain - ANTARA English
59,0,"Sat, 02 Mar 2019 08:00:00 GMT",Decommissioning market advancing offshore the UK - Offshore magazine
60,0,"Mon, 25 Mar 2019 07:00:00 GMT",Oman petro giant PDO optimistic despite low oil prices in 2019 - Construction Week Online
61,1,"Tue, 30 Apr 2019 07:00:00 GMT",Can Nestlé monitor its palm oil from the sky? - SWI swissinfo.ch in English
62,1,"Tue, 12 Feb 2019 08:00:00 GMT",Supermarkets' sustainable palm oil not fully traceable - BBC
63,1,"Fri, 04 Jan 2019 12:11:37 GMT",STUART PAYNE - The HR Director Magazine
64,0,"Fri, 12 Apr 2019 07:00:00 GMT",A milestone year for the Australian energy supply chain - create digital
65,1,"Wed, 20 Mar 2019 07:00:00 GMT",UK oil and gas industry 'needs £200bn of investment' for future development - BBC
66,1,"Wed, 26 Jun 2019 07:00:00 GMT",Following palm oil's journey from plantation to supermarket shelves - Malaysiakini
67,0,"Tue, 05 Nov 2019 08:00:00 GMT","Nigerian palm oil producers embrace global standards, certification - Businessday"
68,1,"Mon, 14 Oct 2019 13:45:57 GMT","Obat Oil, VAE Partner to Boost Supply of Petroleum Products - Business Post Nigeria"
