count,sentiment,date,title
26,0,"Tue, 08 Mar 2022 08:00:00 GMT",Oil Extends Gains With U.S. and U.K. Banning Russian Imports - Bloomberg
27,1,"Tue, 23 Aug 2022 07:00:00 GMT","Simplification & Verification - Mars, Incorporated"
28,-1,"Sat, 19 Mar 2022 07:00:00 GMT",Here are 3 reasons why Big Oil can't just drill more to ease the pain at the gas pump - NPR
29,-1,"Fri, 11 Feb 2022 08:00:00 GMT",More Food Inflation Pain to Come From the Ubiquitous Cooking Oil - Bloomberg
30,1,"Tue, 27 Sep 2022 07:00:00 GMT",Here Are the Factors That Affect Gas Prices - Heritage.org
31,1,"Tue, 10 May 2022 07:00:00 GMT",Gas prices are hitting new highs. Here’s why — and how long the surge could last. - The Washington Post
32,-1,"Thu, 10 Feb 2022 08:00:00 GMT",Frackers Restrict the Flow and Raise the Price - The American Prospect
33,1,"Mon, 21 Mar 2022 07:00:00 GMT","SAP, Unilever pilot blockchain technology supporting deforestation-free palm oil - Unilever"
34,1,"Wed, 04 May 2022 07:00:00 GMT",Assessing Taiwan’s Strategic Energy Stockpiles - Global Taiwan Institute
35,-1,"Tue, 15 Mar 2022 07:00:00 GMT",How War in Ukraine Is Reverberating Across World’s Regions - International Monetary Fund
36,0,"Tue, 08 Nov 2022 08:00:00 GMT",EIA slashes 2023 U.S. crude oil production increase by 21% - Reuters
37,1,"Tue, 22 Mar 2022 07:00:00 GMT",Will Iran’s oil lower prices? - Geopolitical Intelligence Services AG
38,1,"Thu, 14 Apr 2022 07:00:00 GMT",Tapping into the oil reserve - Northeastern University
39,1,"Mon, 11 Jul 2022 07:00:00 GMT",Securing Clean Energy Technology Supply Chains – Analysis - IEA
40,0,"Fri, 01 Apr 2022 07:00:00 GMT",Sharing insights elevates their impact - S&P Global
41,1,"Thu, 21 Apr 2022 07:00:00 GMT",A Lead-Lag Relationship and Forecast Research between China’s Crude Oil Futures and Spot Markets - Wiley Online Library
42,1,"Mon, 12 Sep 2022 07:00:00 GMT",Commodity Tracker: 4 charts to watch this week - S&P Global
43,-1,"Mon, 03 Oct 2022 07:00:00 GMT",Hurricane Ian temporarily disrupts Florida’s gasoline supply chain - EIA
44,1,"Tue, 15 Feb 2022 08:00:00 GMT",How crowdsourcing can help trace the source of palm oil - Unilever
45,0,"Tue, 14 Jun 2022 07:00:00 GMT",Opinion: Transforming the Indonesian palm oil supply chain at scale - Devex
46,1,"Sat, 02 Apr 2022 07:00:00 GMT",White House uses oil reserve to place a giant spread trade - Reuters
47,0,"Tue, 25 Jan 2022 08:00:00 GMT",White House Press Release - DOE Awards 13.4 Million Barrels From Strategic Petroleum Reserve Exchange to Bolster Fuel Supply Chain | The American Presidency Project - The American Presidency Project
48,0,"Thu, 01 Sep 2022 07:00:00 GMT",Harnessing volatility: Technology transformation in oil and gas - McKinsey
49,-1,"Mon, 07 Nov 2022 08:00:00 GMT",U.S. Oil Companies Remain Cautious As Economic Headwinds Grow - OilPrice.com
50,0,"Thu, 12 May 2022 07:00:00 GMT",Rising fats and oil prices have Colgate-Palmolive looking to mitigate costs - Supply Chain Dive
51,1,"Wed, 09 Mar 2022 08:00:00 GMT",Why Russian Oil and Gas Matter to the Global Economy (Published 2022) - The New York Times
52,-1,"Wed, 22 Jun 2022 07:00:00 GMT",Deep rift lies behind Biden's criticism of oil and gas industry - Reuters
53,1,"Sun, 20 Mar 2022 07:00:00 GMT",SAP and Unilever Pilot Blockchain Technology to Support Deforestation-Free Palm Oil - SAP News
54,1,"Tue, 29 Nov 2022 08:00:00 GMT",Opinion: Malaysia’s sustainability standard can clean up murky supply chains - China Dialogue Ocean.
55,1,"Wed, 14 Sep 2022 07:00:00 GMT",The science behind the oil supply breakdown in 'Last Light' - Syfy
56,0,"Tue, 18 Jan 2022 08:00:00 GMT",White House Press Release - DOE Awards Fifth Strategic Petroleum Reserve Exchange to Bolster Fuel Supply Chain - The American Presidency Project
57,1,"Tue, 12 Jul 2022 07:00:00 GMT",How to mitigate the impact of the war in Ukraine on commodity markets - World Bank
58,0,"Thu, 14 Apr 2022 07:00:00 GMT","U.S. oil drilling, output moving higher with energy prices - Reuters"
59,1,"Thu, 14 Apr 2022 07:00:00 GMT",Oil rises on news EU may phase in a ban on Russian oil imports - Reuters
60,-1,"Thu, 08 Sep 2022 07:00:00 GMT",Japanese supply chains and the fallout from Russia's invasion of Ukraine - International Institute for Strategic Studies
61,1,"Mon, 14 Mar 2022 07:00:00 GMT",How High Oil Prices Threaten a California Plastic Container Business (Published 2022) - The New York Times
62,1,"Wed, 25 May 2022 07:00:00 GMT",What’s behind the global supply chain crisis? - JP Morgan
63,-1,"Mon, 25 Jul 2022 07:00:00 GMT","The Impact of Russia Sanctions on Oil, Gas and Energy - Supply and Demand Chain Executive"
64,1,"Mon, 28 Mar 2022 07:00:00 GMT",Small Actions Matter for Reducing Oil Consumption - Energy Institute at Haas
65,1,"Mon, 17 Oct 2022 07:00:00 GMT",1. Four steps to decarbonisation - Turner & Townsend
66,0,"Mon, 10 Oct 2022 07:00:00 GMT","‘I provide supply chain intelligence, so we stay ahead of the competition’ - ConocoPhillips"
67,1,"Tue, 07 Jun 2022 07:00:00 GMT","Japan's ENEOS, Mitsui agree to study 200,000 mt/year hydrogen supply chain with UAE's ADNOC - S&P Global"
68,-1,"Tue, 28 Jun 2022 07:00:00 GMT",Ripple effects from Russia-Ukraine war test global economies - MIT Sloan News
69,-1,"Wed, 02 Nov 2022 07:00:00 GMT",The oil and gas paradox threatening Biden’s party at the polls - POLITICO
70,-1,"Fri, 01 Jul 2022 07:00:00 GMT","Gasoline Prices Up Due to Global Supply-Demand Issues, Russian Invasion of Ukraine - FactCheck.org"
71,1,"Fri, 25 Nov 2022 08:00:00 GMT","How we’re using tech for more transparent, traceable supply chains - Unilever"
72,1,"Mon, 17 Oct 2022 07:00:00 GMT",Building resilient supply chains for the European energy transition - McKinsey
73,-1,"Thu, 03 Mar 2022 08:00:00 GMT","Inflated crude, gas prices keep energy stocks afloat in February - S&P Global"
74,1,"Wed, 20 Jul 2022 00:25:31 GMT",Cutting Oil and Gas Sector Methane Emissions - Rocky Mountain Institute
75,0,"Wed, 07 Sep 2022 14:00:47 GMT",Managing Commodity Supply Chain Disruptions - GLG.it
76,0,"Mon, 16 May 2022 07:00:00 GMT",The EU needs transparent oil data and enhanced coordination - Bruegel
77,-1,"Fri, 25 Mar 2022 07:00:00 GMT",Supply chain implications of the Russia-Ukraine conflict - Deloitte
78,0,"Thu, 15 Sep 2022 07:00:00 GMT",Effective Inflation Control Requires Supply-Side Policy - Center For American Progress
79,1,"Thu, 07 Apr 2022 07:00:00 GMT",How Food and Oil Prices are Linked - Montana State University
80,1,"Mon, 21 Mar 2022 07:00:00 GMT","Once the biggest importer of Russian oil, Valero looks to Latin America and elsewhere to replace it - San Antonio Report"
81,-1,"Tue, 15 Mar 2022 07:00:00 GMT",Ukraine crisis will bring turmoil to wheat and sunflower oil supply chains - New Food
82,1,"Thu, 16 Jun 2022 07:00:00 GMT",Backing a biotech alternative to palm oil and fossil fuels - Unilever
83,1,"Wed, 09 Mar 2022 08:00:00 GMT",The Real Reason Behind Surging Gas Prices - Forbes
84,1,"Thu, 24 Mar 2022 07:00:00 GMT",Gas prices are high. Oil CEOs reveal why they're not drilling more - KMBC Kansas City
85,1,"Tue, 08 Mar 2022 08:00:00 GMT",News 5 Investigates: What's really behind the high gas prices in Colorado? - KOAA News 5
86,1,"Thu, 11 Aug 2022 07:00:00 GMT","Square One - To Understand the Hydrocarbon Value Chain, Start With The Basics - RBN Energy"
87,-1,"Thu, 02 Jun 2022 07:00:00 GMT","Little growth likely in Colorado, U.S. oil production in 2022, report finds - Colorado Newsline"
88,1,"Tue, 17 May 2022 07:00:00 GMT",2 wild charts show how Big Oil profits are skyrocketing as prices at the pump rise - Business Insider
89,1,"Wed, 30 Mar 2022 07:00:00 GMT",How Unilever’s Blockchain Pilot Will Scale Palm Oil Traceability - Consumer Goods Technology
90,0,"Fri, 11 Nov 2022 08:00:00 GMT",8 realities shaping the global future of energy - World Economic Forum
91,-1,"Wed, 30 Nov 2022 08:00:00 GMT",New scorecard reveals that consumer goods companies fail to uphold human rights in their palm oil supply chains - Friends of the Earth
92,-1,"Fri, 05 Aug 2022 07:00:00 GMT",Inflation and supply-chain insanity haven’t stopped global traders from booking record profits. But the Ukraine war could end their streak - Fortune
93,1,"Thu, 24 Nov 2022 08:00:00 GMT",The U.S. Shale Boom Is Officially Over - OilPrice.com
94,1,"Tue, 24 May 2022 07:00:00 GMT",How to reinvent supply chains after the pandemic and war in Ukraine - World Economic Forum
95,1,"Thu, 27 Oct 2022 07:00:00 GMT",No other nation in the world produces more oil than the US — so why do we count on countries like Saudi Arabia to supply us with crude? - Yahoo Finance
96,1,"Wed, 21 Dec 2022 08:00:00 GMT",Understanding variability in petroleum jet fuel life cycle greenhouse gas emissions to inform aviation decarbonization - Nature.com
97,1,"Mon, 29 Aug 2022 11:18:35 GMT",Service Market Solution - Rystad Energy
98,1,"Wed, 30 Mar 2022 07:00:00 GMT",Unilever pursues supply chain sustainability with blockchain - TechTarget
99,-1,"Fri, 11 Mar 2022 08:00:00 GMT",Ukraine war and anti-Russia sanctions on top of COVID-19 mean even worse trouble lies ahead for global supply chains - The Conversation
100,-1,"Wed, 29 Jun 2022 07:00:00 GMT",U.S. power companies face supply-chain crisis this summer - Reuters
