sentiment	date	title
1	9/20/2012 2:00	New power-dense 2.0L GDI turbo with twin-scroll turbocharger and new combustion system offered in 2013 Chevrolet Malibu - Green Car Congress
0	10/22/2012 2:00	U.S. Fossil Fuel Production Will Reach All-time High This Year; America's Energy Self-sufficiency Will Be Highest Since 1990 - American Enterprise Institute
0	10/30/2012 2:00	Eight Key Levers for Effective Large-Capex-Project Management - BCG
1	11/29/2012 2:00	Managing the Unconventional Oil and Gas Bonanza - Carnegie Endowment for International Peace
1	12/3/2012 2:00	How Nestlé dealt with a social media campaign against it - Financial Times
-1	12/5/2012 2:00	Why the Coconut Craze Isn’t Helping Farmers - Time Magazine
1	12/10/2012 2:00	Leader selected to run spinoff's retail stores - mySA
-1	12/14/2012 2:00	Cutting through the rhetoric on palm oil production - Mongabay.com
1	12/18/2012 2:00	The Carbon Contained in Global Oils - Carnegie Endowment for International Peace
1	12/21/2012 2:00	Supply chain management: managing contracts - Logistics Middle East
0	12/26/2012 2:00	Iraq’s oil production to boom over coming decades - Oil and Gas Middle East
1	1/8/2013 2:00	"Energy Fact of the Week: As a Separate Country, the US Oil and Gas Industry Would Be the 16th Largest Economy in the World - American Enterprise Institute"
1	1/19/2013 2:00	Shandong’s Slippery Gutter Oil Man - ChinaFile
-1	2/1/2013 2:00	Weather and other events can cause disruptions to gasoline infrastructure and supply - EIA
1	2/5/2013 2:00	Tasweeq in deal to supply condensate to ENOC| Gulf Times - Gulf Times
1	2/11/2013 2:00	PSO cuts by half furnace oil supply to power plants - The Express Tribune
-1	2/15/2013 2:00	Cosalt Offshore buyer emerges as offshore firm collapses - BBC.com
1	3/3/2013 2:00	"Papua New Guinea Oil and Gas Industry Outlook to 2020 - Supply, Demand, Investment, Infrastructure (Fields, Blocks, Pipelines, LNG, Refinery, Storage Assets) and Companies - Papua New Guinea Today"
1	3/18/2013 2:00	"North Dakota oil production reaches new high in 2012, transported by trucks and railroads - EIA"
1	3/26/2013 2:00	Explainer: What is palm oil and why the controversy? - SBS News
0	4/3/2013 2:00	"UK Government helping Scotland's ""world class"" supply chain companies - GOV.UK"
1	4/4/2013 2:00	"Photo Release -- Quintiq Launches Oil, Gas and Petrochemical Business Unit - GlobeNewswire"
1	4/15/2013 2:00	Market Forces and Fracking Have Created Wealth and Jobs - American Enterprise Institute
1	4/18/2013 2:00	RAN Launches Palm Oil Campaign Targeting US Snack Companies - WWF
1	4/28/2013 2:00	Kimble Manufacturing seeks oil and gas customers - Canton Repository
-1	4/30/2013 2:00	"Six months after Sandy, New York fuel supply chain still vulnerable - Reuters.com"
0	5/5/2013 2:00	North American production boom pushes crude blending - Oil & Gas Journal
1	5/18/2013 2:00	QP hosts GCC supply chain committee meet| Gulf Times - Gulf Times
-1	5/28/2013 2:00	Opportunities and Challenges Confronting Russian Oil - Carnegie Endowment for International Peace
1	5/30/2013 2:00	First UK custom-built oil rig for 25 years towed out to sea - Professional Engineering
1	6/13/2013 2:00	Supply Chain Graphic of the Week: Global Energy Consumption - Supply Chain Digest
0	7/3/2013 2:00	"Energy Updates: Crude Oil Production and Petroleum Exports Are Surging, Net Imports Are Declining, and Oil Prices Are Stable - American Enterprise Institute"
1	7/4/2013 2:00	Palm oil production: what are the social and environmental impacts? - The Guardian
0	7/4/2013 2:00	Sustainable palm oil: how successful is RSPO certification? - The Guardian
-1	7/18/2013 2:00	Oil Price volatility – its risk on economic growth and development - World Bank
1	7/18/2013 2:00	"BREAKING: Despite New Evidence, Cargill Denies Its Palm Oil Is Made By Slave Laborers - Rainforest Action Network"
1	8/18/2013 2:00	Middle East oil will remain world’s key source of fuel - Daily News Egypt
0	8/21/2013 2:00	Blommer Chocolate Company Becomes Industry Leader With New Palm Oil Commitment - PR Newswire
0	8/29/2013 2:00	Reducing America’s Dependence on Foreign Oil As a Strategy to Increase Economic Growth and Reduce Economic Vulnerability - Obama White House
1	9/11/2013 2:00	Two ways to value sustainable palm oil - theconversation.com
1	9/12/2013 2:00	Activists target major snack makers over ‘conflict’ palm oil - Mongabay.com
1	9/18/2013 2:00	Strawberry the Orangutan Visits the Home of Tony the Tiger - Rainforest Action Network
1	10/14/2013 2:00	Seeds Of A Castor Oil Revival - Chemical & Engineering News
1	10/21/2013 2:00	The palm oil debate: can the world's most productive oilseed be less damaging to the environment? - Mongabay.com
1	10/22/2013 2:00	Palm oil giant Wilmar caught in forest scandal – Greenpeace - greenpeace.org
1	10/22/2013 2:00	"Palm oil giant profiting off tiger habitat destruction, alleges Greenpeace - Mongabay.com"
1	10/30/2013 2:00	Making Purity Profits From Y-Grade - Hart Energy
1	11/5/2013 2:00	Falklands' government announces updated version of Oil Readiness Checklist - MercoPress
1	11/12/2013 2:00	"Aiming to avoid deforestation, Unilever to trace all palm oil it sources - Mongabay.com"
1	11/26/2013 2:00	PetroSA : South Africa’s National Oil Company - Africa Outlook Magazine
1	12/5/2013 2:00	World’s biggest palm oil company makes zero deforestation commitment - Mongabay.com
1	12/14/2013 2:00	Orangutans fight for survival as thirst for palm oil devastates rainforests - The Guardian
1	12/17/2013 2:00	Hershey to Purchase 100% Traceable and Sustainably Sourced Palm Oil by the End of 2014 - Business Wire
0	1/10/2014 2:00	Finding Gooey Goodness in Nutella's Huge Supply Chain - TriplePundit
-1	1/15/2014 2:00	Mapping California’s Oil-Water Risks - Carnegie Endowment for International Peace
0	2/12/2014 2:00	"Despite falling palm oil price, premium for ‘sustainable’ product rises - Mongabay.com"
-1	2/13/2014 2:00	Rising vegetable oil demand linked to deforestation - FoodNavigator.com
0	2/19/2014 2:00	Water Hydraulics Pushes Into High-Pressure Systems - Power & Motion
1	2/21/2014 2:00	How Tracing The Oil In Your Pop-Tarts May Help Save Rain Forests : The Salt - NPR
-1	2/25/2014 2:00	Running on empty: Australia’s risky approach to oil supplies - theconversation.com
1	2/27/2014 2:00	Greenpeace urges Procter & Gamble to reject harmful palm oil practices - The Guardian
1	3/10/2014 2:00	"Snickers, Twix to be deforestation-free - Mongabay.com"
-1	3/10/2014 2:00	The real impact of high transportation costs - The Supply Chain Xchange
1	3/11/2014 2:00	Texas’s Oil and Water Tightrope - Carnegie Endowment for International Peace
1	3/12/2014 2:00	"Your Donut Is Killing Our Forests, Here’s How To Make It Stop - Ecosystem Marketplace"
0	3/18/2014 2:00	Reducing the Risk of Supply Chain Disruptions - MIT Sloan Management Review
1	3/25/2014 2:00	Grocery giant commits to zero-deforestation policy for palm oil sourcing - Mongabay.com
1	4/9/2014 2:00	"Cargill commits to zero deforestation, but environmentalists have questions - Mongabay.com"
1	4/9/2014 2:00	P&G to Eliminate Deforestation From Palm Oil Products - EcoWatch
1	4/9/2014 2:00	P&G promises 'deforestation free' palm oil - The Ecologist
1	4/9/2014 2:00	Procter & Gamble bows to pressure on palm oil deforestation - The Guardian
1	4/24/2014 2:00	"Special Report: Palm oil, politics, and land use in Indonesian Borneo (Part I) - Mongabay.com"
1	5/1/2014 2:00	Johnson & Johnson commits to zero deforestation for palm oil - Mongabay.com
1	5/6/2014 2:00	China’s Oil Future - Carnegie Endowment for International Peace
1	6/6/2014 2:00	Greenpeace rates companies’ zero deforestation commitments - Mongabay.com
0	6/18/2014 2:00	GE Wins Manufacturing Leadership Award for Development of Cloud-Based Supply Chain Platform - Business Wire
1	7/1/2014 2:00	How a New Map of Palm Oil Plantations Could Help Save Rainforests - WIRED
1	7/31/2014 2:00	| Fueling the Oil and Gas Supply Chain - Inbound Logistics
0	8/13/2014 2:00	Opportunities for UK oil and gas companies in Africa - GOV.UK
0	8/20/2014 2:00	Innovative concepts: Setting up Pakistan’s first rice bran oil plant - The Express Tribune
1	9/9/2014 2:00	New | Cafe de Coral says lard from Taiwanese ‘gutter oil’ firm used at its Hong Kong branches - South China Morning Post
1	9/20/2014 2:00	Palm oil giants announce deforestation moratorium — effective immediately - Mongabay.com
1	9/22/2014 2:00	Finnair flies to Climate Summit using recycled cooking oil - edie.net
1	9/24/2014 2:00	Cargill commits to zero deforestation across entire global supply chain: all commodities - Mongabay.com
1	9/27/2014 2:00	Two Companies at Forefront of Certified Sustainable Palm Oil in India - WWF India
0	10/13/2014 2:00	Tanzania offers oil and gas export opportunities for UK companies - GOV.UK
1	11/5/2014 2:00	What we can do about the palm oil problem - GreenBiz
1	11/11/2014 2:00	Palm oil continues to destroy Indonesia’s wildlife - theconversation.com
1	11/13/2014 2:00	Over 60% of world’s traded palm oil now bound by zero deforestation commitments - Mongabay.com
1	11/13/2014 2:00	TWI and Safar Attend ADIPEC 2014 - WebWire
1	11/17/2014 2:00	Cargill to use drones to monitor zero deforestation commitment - Mongabay.com
0	11/18/2014 2:00	North Sea oil & gas: alive and kicking? - The Manufacturer
1	11/21/2014 2:00	IKEA commits to zero deforestation palm oil - Mongabay.com
0	11/21/2014 2:00	Safeway Surpasses Sustainable Palm Oil Goal Early - 3BL Media
1	11/24/2014 2:00	Pepsi True Savaged on Amazon Over Palm Oil Controversy - TriplePundit
1	12/1/2014 2:00	Organizing to enable the shift from volume to value - McKinsey
1	1/21/2015 2:00	The Oxford Princeton Programme Offers New Courses - The Maritime Executive
1	1/22/2015 2:00	Wilmar: First palm oil giant to name suppliers - Eco-Business
-1	1/29/2015 2:00	Rabobank: Cheap crude oil will hit SE Asia’s oil palm fortunes - FoodNavigator-Asia.com
1	2/1/2015 2:00	From late-life operations to decommissioning - McKinsey
1	2/13/2015 2:00	Going deforestation-free: can it protect our forests? - The Guardian
0	3/4/2015 2:00	U.S. crude oil storage capacity utilization now up to 60% - EIA
1	3/11/2015 2:00	Know Your Oil: Creating a Global Oil-Climate Index - Carnegie Endowment for International Peace
1	3/16/2015 2:00	"Zero-deforestation pledges and palm oil: a conversation - Forests News, Center for International Forestry Research"
1	3/19/2015 2:00	Who’s funding palm oil? - Mongabay.com
1	4/1/2015 2:00	MPLX LP: The Midstream Link in Marathon Petroleum’s Chain - Market Realist
1	4/17/2015 2:00	| Freight Transport in Alaska: The Haul of the Wild - Inbound Logistics
1	4/21/2015 2:00	McDonald's to axe deforestation from its global supply chain - The Guardian
1	4/21/2015 2:00	McDonald’s to address deforestation across all commodities it sources - Mongabay.com
1	4/21/2015 2:00	Hershey traces 94% of global palm oil supply chain - New Hope Network
-1	5/1/2015 2:00	Oil-price shocks and the chemical industry: Preparing for a volatile environment - McKinsey
-1	5/13/2015 2:00	Multinationals cannot prevent palm oil deforestation on their own - The Guardian
1	5/16/2015 2:00	International body freezes expansion of palm oil giant - Asia & Pacific - SciDev.Net
1	5/21/2015 2:00	Saudi Arabia and the Shifting Geoeconomics of Oil - Carnegie Endowment for International Peace
1	5/28/2015 2:00	"GAR, Wilmar punish palm oil supplier for clearing rainforest in New Guinea - Mongabay.com"
1	6/17/2015 2:00	French minister says Nutella spread 'damages environment' - BBC.com
-1	6/19/2015 2:00	You're really spoiling us: has Ferrero been wrongly accused over Nutella? | Palm oil - The Guardian
1	6/29/2015 2:00	"Oildex Acquires OpenInvoice™, the Procure-to-Pay Business of Automatic Data Processing, Inc. - Business Wire"
1	7/3/2015 2:00	UAE-based oil firm acquires Essar Petroleum East Africa - ETEnergyWorld
1	7/6/2015 2:00	First Resources the latest palm oil giant to announce zero-deforestation commitment - Eco-Business
1	7/24/2015 2:00	Proposed: Byco Petroleum to merge with its holding company - The Express Tribune
1	7/27/2015 2:00	"NGOs React to Reports Revealing Modern-Day Slavery in Palm Oil, Seafood Industries - Sustainable Brands"
1	7/29/2015 2:00	"Sustainable oil from algae: the technology is ready, but what about the politics? - theconversation.com"
-1	8/25/2015 2:00	How are low oil prices affecting air fares? - World Economic Forum
1	8/28/2015 2:00	The many paths towards sustainable palm oil in India - Mongabay.com
1	9/1/2015 2:00	35K Californians Boycotting Produce Grown With Oil Wastewater - Sustainable Brands
-1	9/3/2015 2:00	Disruption in petrol supply persists - DAWN.com
1	9/9/2015 2:00	John Calder heads Supply Chain unit of Baringa Partners - Consultancy.uk
-1	9/9/2015 2:00	"Oil sector 'has lost 65,000 jobs' - BBC"
1	9/18/2015 2:00	Cargill commits to removing deforestation from supply chain by 2030 - Mongabay.com
-1	10/4/2015 2:00	West Coast CBR-project legal risks require management - Oil & Gas Journal
0	10/6/2015 15:00	Operational Excellence in Oil and Gas - Deloitte
1	12/1/2015 2:00	Does Turkey really get its oil from Islamic State? - BBC.com
1	12/3/2015 2:00	Russia: Turkish president benefits from ISIL oil deals - Al Jazeera English
0	12/3/2015 2:00	Hershey Expands Sustainable Sourcing Efforts with New Deforestation Commitments - Business Wire
1	12/17/2015 2:00	Palm Oil Mill Data: A Step Towards Transparency - World Resources Institute
1	1/17/2016 2:00	Oman Energy Profile: Largest Non-OPEC Oil And Natural Gas Producer In Middle East – Analysis - Eurasia Review
-1	1/26/2016 2:00	Five growing risks that put pressure on energy companies - The Global Treasurer
1	2/2/2016 2:00	Oil Prices And The Effect On Shipping Rates - Xeneta
1	2/9/2016 2:00	Is this Malaysian palm oil firm still destroying forest in Borneo — and selling to Wilmar? - Mongabay.com
-1	3/3/2016 2:00	"Colgate-Palmolive, Johnson&Johnson, and PepsiCo fail to keep palm oil promises - Sydney Morning Herald"
-1	3/4/2016 2:00	Leading brands unsure if palm oil in products comes from rainforest land - The Guardian
-1	3/9/2016 2:00	75-year-old Pipeline Between Montreal And Maine Shuts Down - Canadian Manufacturing
1	3/11/2016 2:00	Q&A: Can palm oil ever be sustainable? - World Economic Forum
1	3/11/2016 2:00	GreenPalm palm oil goes greener – or does it? - FoodNavigator.com
-1	3/17/2016 2:00	RAN Exposes PepsiCo’s Conflict Palm Oil Problem at ExpoWest - The Understory - Rainforest Action Network
1	3/21/2016 2:00	"New UK oil and gas directory launched in Busan, South Korea - GOV.UK"
1	3/23/2016 2:00	WRAP report: UK plastic waste reaches 3.7M metric tons in 2014; oil prices not solely to blame - Waste Dive
1	4/5/2016 2:00	"Unilever, Kellogg, Mars drop palm oil giant IOI over RSPO suspension - Mongabay.com"
-1	4/11/2016 2:00	Malaysian palm oil giant loses 7 more customers over RSPO suspension - Mongabay.com
1	4/18/2016 2:00	MBA in Oil and Gas Management: Prospects & Career Options - Jagran Josh
1	4/25/2016 2:00	BREAKING: Protesters Scale Iconic NYC Pepsi Sign to drop 100’ “Cut Conflict Palm Oil” Banner - Rainforest Action Network
1	5/25/2016 2:00	doTERRA Reinvents Supply Chain For Impact On Poverty - Forbes
1	6/10/2016 2:00	Vulnerable and exploited: 7 things we learned about migrant labour in palm oil - The Guardian
1	6/15/2016 2:00	Smart Tax: Pricing Oil for a Safe Climate - Carnegie Endowment for International Peace
1	6/23/2016 2:00	"PepsiCo products in Indonesia tainted with worker abuses, report finds - Mongabay.com"
1	6/24/2016 2:00	Energizing worldwide oil and gas deepwater developments - McKinsey
-1	7/14/2016 2:00	Animated Video Highlights Labor Abuses in Palm Oil Supply Chain - TriplePundit
1	7/28/2016 2:00	Five strategies to transform the oil and gas supply chain - McKinsey
1	8/3/2016 2:00	Enbridge To Spend US$1.5B For Minority Stake In Bakken Pipeline System - Canadian Manufacturing
1	8/11/2016 2:00	OGA seeking to reverse slide in UK offshore exploratory drilling - Offshore magazine
-1	8/17/2016 2:00	The Six Political Events That Have “Distorted” the World of Oil - Carnegie Endowment for International Peace
1	8/25/2016 2:00	The next frontier for digital technologies in oil and gas - McKinsey
1	8/26/2016 2:00	Zuva Petroleum : Energy Every Day - Africa Outlook Magazine
1	9/26/2016 2:00	Saudi Aramco eyes $334bn investment by 2025 - Al Jazeera English
0	9/27/2016 2:00	North Sea oil and gas industry needs 'urgent' investment - Sky News
1	9/29/2016 2:00	Downstream Logistics: Making the link - Oil and Gas Middle East
1	10/12/2016 2:00	Airbus to marshal its satellites against deforestation - Mongabay.com
0	10/20/2016 2:00	Oil Innovations to Reduce Climate Impacts - Carnegie Endowment for International Peace
0	10/26/2016 2:00	The next frontier for palm oil expansion: Latin America - Oxfam
1	11/16/2016 2:00	Seven African countries pledge to protect their tropical forests from unsustainable oil palm development - Mongabay.com
1	11/30/2016 2:00	"Amnesty International Slams Colgate, Nestlé and Unilever For Palm Oil Supply Chain Abuses - Forbes"
1	11/30/2016 2:00	"The Word's Biggest MNCs Are Using Child Labour In Indonesia, According To An Amnesty Report - Indiatimes.com"
1	11/30/2016 2:00	Amnesty links palm oil used in household goods to child labour in Indonesia - BBC.com
-1	11/30/2016 2:00	"A Supplier to Nestle, Kellogg, and P&G Is Being Accused of Child Labor - Fortune"
1	11/30/2016 2:00	Wilmar palm oil produced using child labour in dangerous conditions: Amnesty International - FoodNavigator.com
1	11/30/2016 2:00	Palm Oil: Global brands profiting from child and forced labour - Amnesty International
-1	12/2/2016 2:00	Amnesty International finds human rights abuses in Wilmar supply chain - Eco-Business
-1	12/16/2016 2:00	Companies are underestimating the risks of deforestation in their commodities supply chains - Mongabay.com
1	2/8/2017 2:00	Decommission planned for North Sea Brent oil field - BBC.com
1	3/15/2017 2:00	Drilling Down on Oil: The Case of California’s Complex Midway Sunset Field - Carnegie Endowment for International Peace
0	3/22/2017 2:00	New Rose Foundation CEO prioritises helping oil collectors and processors - Infrastructure News
1	4/19/2017 2:00	Indonesian Women Risk Health to Supply Palm Oil to the West - Pulitzer Center on Crisis Reporting
1	4/21/2017 2:00	Taming the Mad Dog: Making oil projects work in a low-price environment - McKinsey
1	4/28/2017 2:00	Palm oil giant IOI moves to eliminate deforestation and human rights abuses from supply chain - greenpeace.org
-1	5/1/2017 2:00	"NGO Attacks Pepsi’s Palm Oil Sourcing and Links to Deforestation, Human Rights Abuses - TriplePundit"
1	5/25/2017 2:00	PSO to transport oil via Pakistan Railways - The Express Tribune
-1	6/1/2017 2:00	Brown University Students and Alumni Confront PepsiCo Executive on Labor Abuses - Rainforest Action Network
1	6/16/2017 2:00	Reimagining supply-chain collaboration in a low-oil-price environment - McKinsey
1	6/19/2017 2:00	Nutella maker wins court battle over rival's 'illegal' palm oil claims - The Guardian
1	6/27/2017 2:00	Who’s using sustainable palm oil? - Eco-Business
-1	7/21/2017 2:00	"Pepsico, Unilever and Nestlé accused of complicity in illegal rainforest destruction | Palm oil - The Guardian"
1	7/21/2017 2:00	PT. Agra Bumi Niaga: Continues to destroy elephant habitat and sell Conflict Palm Oil to Suppliers of Major Brands Across the Globe - Rainforest Action Network
-1	7/25/2017 2:00	"Lithium may be the new oil, but a double whammy looms for the battery market - Financial Post"
1	7/31/2017 2:00	Abu Dhabi's Baron Point Petroleum signs JV with PetroVietnam Oil for US$150mn project in Vietnam - Oil Review Middle East
-1	8/1/2017 2:00	The Climate Crisis Hiding in Your Cookies - As You Sow
