count,sentiment,date,title
66,1,"Fri, 28 Jun 2024 07:00:00 GMT",The Geopolitical Risk Premium Is Back as Oil Prices Climb - OilPrice.com
67,1,"Wed, 14 Aug 2024 07:00:00 GMT",How to De-risk Green Technology Supply Chains from China Without Risking Climate Catastrophe - Carnegie Endowment for International Peace
68,1,"Sat, 20 Jul 2024 07:00:00 GMT",Oil News: Geopolitics vs Economics: The Forces Shaping Next Week’s Crude Oil Futures - FX Empire
69,1,"Sat, 14 Dec 2024 08:00:00 GMT",Can Coal Ash Solve the Rare Earth Supply Chain Crisis - OilPrice.com
70,1,"Tue, 01 Oct 2024 07:00:00 GMT",Corporate farming model for sustainable supply chain crude palm oil of independent smallholder farmers - Frontiers
71,1,"Wed, 17 Jan 2024 08:00:00 GMT",The Future of Global Supply Chain Financing - Citi
72,-1,"Fri, 06 Sep 2024 07:00:00 GMT",Indonesia’s Biodiesel Push Poses Risks to Palm Oil Supply Chain - The Diplomat
73,0,"Tue, 01 Oct 2024 07:00:00 GMT","Oil Production Costs Surge, But Shale Projects Remain Profitable - OilPrice.com"
74,1,"Thu, 06 Jun 2024 07:00:00 GMT",Investment in clean energy this year is set to be twice the amount going to fossil fuels - News - IEA
75,1,"Sat, 07 Dec 2024 14:28:15 GMT",Clean Energy Technology - S&P Global
76,-1,"Wed, 23 Oct 2024 07:00:00 GMT",Global Coconut Oil Market Braces for Continuous Price Surge Amid Supply Chain Disruptions - ChemAnalyst
77,1,"Thu, 05 Dec 2024 10:36:18 GMT",Rising Palm Oil Futures In Malaysia Signal Shifting Market Dynamics - Finimize
78,1,"Mon, 09 Dec 2024 08:00:00 GMT",2025 Renewable Energy Industry Outlook - Deloitte
79,1,"Fri, 17 May 2024 07:00:00 GMT",Two Sectors Driving the Future of Oil Demand - OilPrice.com
80,1,"Wed, 27 Nov 2024 08:00:00 GMT",How Trump's proposed tariffs might affect commodities and energy - Reuters
81,1,"Thu, 18 Apr 2024 07:00:00 GMT",Snack giant PepsiCo sourced palm oil from razed Indigenous land – investigation - Mongabay.com
82,-1,"Wed, 21 Aug 2024 07:00:00 GMT",UK energy industry warns of grave concerns over windfall tax rise - BBC.com
83,1,"Thu, 25 Jan 2024 08:00:00 GMT",20 Countries That Produce the Most Oil In The World - Yahoo Finance
84,-1,"Sun, 08 Dec 2024 08:00:00 GMT",Malaysian Palm Oil Dips After Global Price Shifts - Finimize
85,1,"Thu, 19 Sep 2024 13:52:50 GMT",Upstream electrification could wipe out more than 80% of oil and gas production emissions - Rystad Energy
86,-1,"Mon, 15 Jan 2024 08:00:00 GMT",Castor Oil Prices in January 2024 foresee a bleak supply-demand outlook - ChemAnalyst
87,1,"Fri, 19 Jan 2024 08:00:00 GMT",How could Panama Canal restrictions affect supply chains? - McKinsey
88,1,"Wed, 10 Jan 2024 08:00:00 GMT",Global Energy Perspective 2023: Hydrogen outlook - McKinsey
89,1,"Thu, 15 Aug 2024 07:00:00 GMT",Sumatran province brings hammer down on illegal oil wells after fatal blasts - Mongabay.com
90,1,"Thu, 07 Nov 2024 08:00:00 GMT",New UK Sanctions Target Russia's Supply Chain and Global Influence - OilPrice.com
91,-1,"Fri, 12 Jan 2024 08:00:00 GMT",Tesla to Pause Production at Berlin Factory Due to Supply Chain Problems - OilPrice.com
92,1,"Tue, 12 Nov 2024 08:00:00 GMT","Nestle, P&G investigate palm oil sourcing after green group's Indonesia deforestation report - Reuters"
93,1,"Thu, 18 Jul 2024 19:14:36 GMT",L’Oréal Takes Palm Oil Sustainable Sourcing One Step Beyond - L'Oreal
94,-1,"Tue, 01 Oct 2024 07:00:00 GMT",Oil watchers now see a real threat of supply disruptions after latest Iran-Israel escalation - CNBC
95,-1,"Tue, 16 Jul 2024 07:00:00 GMT",US Benzene Market Stability Challenged by Crude Oil and Tight Supply - ChemAnalyst
96,-1,"Wed, 02 Oct 2024 07:00:00 GMT",Global supply chains are under pressure again. Will inflation start rising? - The Guardian
97,0,"Wed, 21 Feb 2024 08:00:00 GMT",Russia retains top spot in India's oil supply chain amid global geopolitical tensions - ETEnergyWorld
98,-1,"Mon, 07 Oct 2024 07:00:00 GMT",Hurricane Helene Exposes Tech Industry's Fragile Supply Chain - OilPrice.com
99,-1,"Wed, 02 Oct 2024 07:00:00 GMT","India Inc fears crude oil rise, supply chain disruptions but impact likely to be limited - Moneycontrol"
100,1,"Mon, 29 Apr 2024 07:00:00 GMT",An Evolving BRICS and the Shifting World Order - BCG
