count,sentiment,date,title
32,-1,"Tue, 07 Mar 2023 08:00:00 GMT",McKinsey & Company: oil and gas costs will rise by 10% amidst supply chain risks - WorldOil
33,1,"Thu, 12 Jan 2023 08:37:14 GMT",Energy supply chains between transition and disruption – Energy Technology Perspectives 2023 – Analysis - IEA
34,0,"Mon, 07 Aug 2023 07:00:00 GMT",Strengthening Supply Chains: Key Steps for the Oil & Gas Industry - SCMR
35,1,"Mon, 07 Aug 2023 07:00:00 GMT",Building a sustainable PET bottle supply chain | News Release | News - mitsubishicorp.com
36,-1,"Tue, 21 Feb 2023 08:00:00 GMT",The global supply chain consequences of the Russia-Ukraine war - University of Florida
37,-1,"Tue, 10 Oct 2023 07:00:00 GMT",“Merger Mania” Highlights the Huge ROI Potential—and Major Supply Chain Challenges—of Oil and Gas Consolidation - Society of Petroleum Engineers (SPE)
38,0,"Fri, 20 Jan 2023 08:00:00 GMT",3 ways source-to-pay suites enhance oil and gas supply chain management - Enverus
39,-1,"Tue, 25 Jul 2023 07:00:00 GMT",The impact of gas supply shocks in Europe - CEPR
40,1,"Tue, 25 Apr 2023 07:00:00 GMT",A balancing act: Securing European gas and power markets - McKinsey
41,-1,"Tue, 26 Sep 2023 07:00:00 GMT",Global Oil Prices Spiral Higher After Saudi Arabia and Russia Extend Supply Cuts - Arab Gulf States Institute in Washington
42,1,"Wed, 15 Feb 2023 08:00:00 GMT",What are ‘shadow fleets’ and how do they hinder efforts to help Ukraine? - World Economic Forum
43,1,"Tue, 27 Jun 2023 07:00:00 GMT","Businesses to Drive Green Transition of China’s Beef, Paper, Palm Oil and Soy Supply Chains - World Economic Forum"
44,1,"Mon, 22 May 2023 07:00:00 GMT",The near-term outlook for refining: Where to now? - McKinsey
45,1,"Mon, 16 Jan 2023 08:00:00 GMT",The UK Loophole That Keeps Russian Oil Coming In - OilPrice.com
46,1,"Wed, 20 Dec 2023 08:00:00 GMT",Fact Sheet: Lithium Supply in the Energy Transition - Columbia | SIPA Center on Global Energy Policy
47,-1,"Mon, 09 Jan 2023 08:00:00 GMT",Oil market to tighten in 2023 - Oil & Gas Journal
48,1,"Wed, 18 Oct 2023 07:00:00 GMT",How will the Israel-Hamas war affect oil prices and the global economy? - The Guardian
49,0,"Thu, 07 Dec 2023 08:00:00 GMT",Egypt’s oil and gas odyssey: Navigating challenges and unlocking potential - Rystad Energy
50,1,"Thu, 07 Dec 2023 08:00:00 GMT",Crunch time in the North American LNG industry: How to meet demand - McKinsey
51,1,"Fri, 27 Jan 2023 08:00:00 GMT",Petroleum and politics: Oil smuggling and the Iran–Saudi regional rivalry - Global Initiative Against Transnational Organized Crime
52,0,"Fri, 03 Mar 2023 08:00:00 GMT","The Russia-Ukraine war remapped the world's energy supplies, putting the U.S. at the top for years to come - CNBC"
53,1,"Tue, 08 Aug 2023 07:00:00 GMT",How AI Is Breathing New Life Into Oil And Gas Operations - OilPrice.com
54,1,"Wed, 26 Apr 2023 05:07:37 GMT",Executive summary – Global EV Outlook 2023 – Analysis - IEA
55,1,"Sun, 04 Jun 2023 07:00:00 GMT","Neste, ITOCHU and Fuji Oil supply sustainable aviation fuel to All Nippon Airways and Japan Airlines - Neste"
56,0,"Fri, 02 Jun 2023 18:27:52 GMT",Powering Progress in Supply Chain - Shell Global
57,0,"Sun, 15 Oct 2023 07:00:00 GMT",Towards a low-carbon future for offshore oil and gas industry: A smart integrated energy management system with floating wind turbines and gas turbines - ScienceDirect.com
58,1,"Wed, 16 Aug 2023 07:00:00 GMT",Russian Oil Switched Between Tankers Off Spanish Enclave After Four-Month Hiatus - SupplyChainBrain
59,-1,"Fri, 17 Nov 2023 08:00:00 GMT",EU to ban sale of tankers to Russia to curb shadow fleet growth - Reuters.com
60,1,"Fri, 24 Mar 2023 07:00:00 GMT",Energy Supply Chain Risk Report 2023 - Willis Towers Watson
61,0,"Thu, 16 Nov 2023 08:00:00 GMT","Circular economy poised to go beyond outdated oil, gas and coal, experts say - Mongabay.com"
62,1,"Fri, 15 Dec 2023 09:20:01 GMT",Figure 1. Supply chain of the energy sector (fossil fuel) shows the... - ResearchGate
63,-1,"Fri, 01 Dec 2023 08:00:00 GMT",Severe deterioration in food-energy-ecosystem nexus due to ongoing Russia-Ukraine war: A critical review - ScienceDirect.com
64,1,"Wed, 31 May 2023 07:00:00 GMT",Product Supply Chain Sustainability - Walmart Corporate
65,1,"Mon, 01 May 2023 07:00:00 GMT","INPEX, Idemitsu to Supply ANA with Japan’s First Jet Fuel Achieving Supply Chain Carbon Neutrality - anahd.co.jp"
66,1,"Mon, 18 Dec 2023 08:00:00 GMT",BP latest firm to pause Red Sea shipments as U.S. says it will form international coalition to curb Houthi attacks - CNBC
67,1,"Wed, 16 Aug 2023 07:00:00 GMT",CVR Supply & Trading signs Gunvor to exclusive crude oil supply agreement - Gunvor Group
68,-1,"Wed, 27 Dec 2023 08:00:00 GMT",A decade of stopping deforestation: How the palm oil industry did the seemingly impossible (commentary) - Mongabay.com
69,1,"Tue, 21 Feb 2023 08:00:00 GMT",Clean Energy 101: Reducing Climate Pollution from the Plastics Industry - Rocky Mountain Institute
70,0,"Tue, 21 Mar 2023 07:00:00 GMT",Discover the tech solutions that are helping us tackle deforestation - Unilever
71,0,"Tue, 20 Jun 2023 07:00:00 GMT",Resilient portfolio growth for energy companies in volatile times - McKinsey
72,1,"Tue, 24 Oct 2023 07:00:00 GMT",Why COP28 is right to prioritize global methane and flaring reduction - Atlantic Council
73,1,"Fri, 01 Sep 2023 07:00:00 GMT",Unpacking the Causes of Pandemic-Era Inflation in the US - National Bureau of Economic Research | NBER
74,1,"Mon, 24 Apr 2023 07:00:00 GMT","Few changes expected on midstream oil, gas calls after stocks underwhelmed in Q1 - S&P Global"
75,1,"Mon, 06 Nov 2023 08:00:00 GMT",Production begins from bp-operated Seagull field in North Sea | News and insights | Home - BP
76,-1,"Wed, 08 Nov 2023 08:00:00 GMT",Commodity Price Risk or Scarcity of Materials - Aon
77,-1,"Tue, 24 Jan 2023 08:00:00 GMT",An oil spill on this fuel-rich coast could be a supply chain catastrophe - Popular Science
78,1,"Mon, 18 Dec 2023 08:00:00 GMT",BP pauses all Red Sea shipments after rebel attacks - BBC.com
79,1,"Thu, 25 May 2023 07:00:00 GMT",IEA roadmap outlines immediate steps oil and gas industry must take to cut emissions - World Economic Forum
80,1,"Wed, 26 Jul 2023 07:00:00 GMT",Digital Twin for the Oil & Gas Industry - IBM
81,-1,"Tue, 03 Oct 2023 07:00:00 GMT",Countries’ vulnerability to food supply disruptions caused by the Russia–Ukraine war from a trade dependency perspective - Nature.com
82,-1,"Mon, 18 Dec 2023 08:00:00 GMT","Red Sea attacks force rerouting of vessels, disrupting supply chains - Reuters.com"
83,0,"Tue, 11 Jul 2023 07:00:00 GMT","ZeaKal and Nutrien Ag Solutions Collaboration Cements More Sustainable, Healthy U.S. Soybean Supply Chain - Nutrien"
84,1,"Tue, 17 Jan 2023 08:00:00 GMT",Intel CEO: Chip supply chains will shape geopolitics more than oil over the next 50 years - CNN
85,1,"Thu, 16 Mar 2023 07:00:00 GMT",The Willow Project and the Race to Pump the “Last Barrel” of Oil - Carnegie Endowment for International Peace
86,-1,"Tue, 28 Feb 2023 08:00:00 GMT",5 reasons for supply chain disruption - Maersk
87,1,"Tue, 04 Jul 2023 07:00:00 GMT",Exploring Seasonality in Crude Oil Prices for NYMEX:CL1! by mintdotfinance - TradingView
88,1,"Wed, 01 Mar 2023 08:00:00 GMT","World Economic Situation and Prospects: March 2023 Briefing, No. 170 - Welcome to the United Nations"
89,-1,"Fri, 08 Dec 2023 08:00:00 GMT",Supply Chain and Inflation: Issues and Impacts - Oracle
90,1,"Fri, 12 May 2023 07:00:00 GMT",How An Aging Armada and Mystery Traders Keep Russian Oil Afloat - Bloomberg
91,1,"Wed, 20 Sep 2023 07:00:00 GMT",A window opens for oil and gas majors to fund energy transition startups - S&P Global
92,-1,"Sat, 11 Nov 2023 08:00:00 GMT",Crude oil prices: Demand-supply dynamics not favourable for immediate recovery - The Economic Times
93,-1,"Mon, 03 Apr 2023 07:00:00 GMT",Energy analysts have been making gaseous calls since Russia invaded Ukraine. It's time to clear away the smoke of economic groupthink - Fortune
94,1,"Fri, 03 Nov 2023 07:00:00 GMT",Artificial Intelligence to Wield Its Influence on the Commodities Supply Chain - Global X
95,-1,"Thu, 03 Aug 2023 07:00:00 GMT","Gas prices are rising — again. Blame heat and supply chain, experts say - NewsNation Now"
96,-1,"Mon, 30 Jan 2023 08:00:00 GMT",Oil spill “high vulnerability zone” threatens the global energy supply - Open Access Government
97,0,"Mon, 23 Jan 2023 08:00:00 GMT",Resilient supply chains for Saudi petrochemical businesses - Maersk
98,-1,"Tue, 28 Mar 2023 07:00:00 GMT",Opaque rubber supply chains are obscuring deforestation and biodiversity risks - ZSL
99,0,"Thu, 19 Jan 2023 08:00:00 GMT",Strengthening cybersecurity in the oil and gas industry - World Economic Forum
100,1,"Tue, 31 Oct 2023 07:00:00 GMT",Digital energy transition strategies for oil and gas - IBM
